a,a,a,a,a
750011460,SILGAN CONTAINERS MANUFACTURING CORP,1400 Plover Rd,Milwaukee,Portage
750011570,FLINT HILLS RESOURCES PINE BEND LLC - JUNCTION CITY FACILITY,2267 County Hwy Hh,Milwaukee,Portage
750011680,UNICORN INDUSTRIES INC,1017 3rd Street,Milwaukee,Portage
750012010,J P MACH INC,Hoover Ave N of Hwy B,Milwaukee,Portage
750012560,DELZELL OIL CO,2109 Madison St,Milwaukee,Portage
750014100,STEVENS POINT WATERWORKS,300 Bliss Ave,Milwaukee,Portage
750030710,TRZEBIATOWSKI OIL CO,PO Box 114,Milwaukee,Portage
750030820,COOPER OIL COMPANY INC,2172 Prairie St,Milwaukee,Portage
750030930,AL-CHROMA INC,2701 Chamber St,Milwaukee,Portage
750031370,PORTAGE COUNTY LANDFILL,County Highway Qq,Milwaukee,Portage
750035990,FLINT HILLS RESOURCES PINE BEND LLC,741 Mason St,Milwaukee,Portage
750036760,WI DOA / UW-STEVENS POINT,2100 Main St,Milwaukee,Portage
750037090,WORTH CO,214 Sherman Ave,Milwaukee,Portage
750037640,OKRAY PRODUCE,2401 River Dr,Milwaukee,Portage
750038300,SO-WHITE CHEMICAL CO,1075 Plover Rd,Milwaukee,Portage
750039290,TRADITION CLEANERS LLC,1624 W Pearl St,Milwaukee,Portage
750039730,MEDUSA CEMENT CO,NE of Wis 54 & Us Hwy 51,Milwaukee,Portage
750040720,DONALDSON CO INC,5200 Coye Dr,Milwaukee,Portage
750041490,PRIME VEAL INC,Sec 3 T25n R10e,Milwaukee,Portage
750048420,OLDCASTLE LAWN AND GARDEN,9531 Harvest Lane,Milwaukee,Portage
750048530,INTEVATION FOOD GROUP LLC,3975 Tall Pine Dr,Milwaukee,Portage
750048530,INFINITY,3975 Tall Pine Dr,Milwaukee,Portage
750050950,ANR PIPELINE COMPANY - STEVENS POINT COMPRESSOR STATION,2579 Sunset Drive,Milwaukee,Portage
750051060,ADM GRAIN - STEVENS POINT,2417 Stockton Rd,Milwaukee,Portage
750051390,BUSHMAN MOTORS,365 W Grand Ave,Milwaukee,Portage
750052490,DRY FEED INGREDIENTS,4940 Hayes Ave,Milwaukee,Portage
750056780,WHITING MOTOR HOTEL,1408 Strongs Ave,Milwaukee,Portage
750063820,HARVEYS AMOCO,4928 Main St,Milwaukee,Portage
750067780,JMB PALLET,Hwy 54 & Johnson Avenue,Milwaukee,Portage
750068990,ST MICHAELS HOSPITAL,900 Illinois Ave,Milwaukee,Portage
750076800,PARAMOUNT FARMS / BERARD ROBERT (REG AGENT),PO Box 188,Milwaukee,Portage
750078340,APACHE STAINLESS EQUIP CORP,5740 Plover Road,Milwaukee,Portage
750079000,SENTRY INSURANCE,1800 Northpoint Dr,Milwaukee,Portage
750084170,PORTAGE CNTY HEALTH CARE,825 Whiting Ave,Milwaukee,Portage
750087030,WORZELLA & SONS INC,1201 Hoover Ave,Milwaukee,Portage
750087800,GOLLON RON,2190 Pinewood Dr,Milwaukee,Portage
750087910,FAHRNER ASPHALT SEALERS,1202 Mecca Dr,Milwaukee,Portage
750096820,PLOVER DRY CLEANERS,2582 Post Rd,Milwaukee,Portage
750102980,WATER RENEWAL CENTER,2690 W River Dr W,Milwaukee,Portage
750107710,OLD TOWN DRYCLEANERS & LAUNDROMAT,,Milwaukee,Portage
750108260,COUNTY CONCRETE CORP,2000 Patch St,Milwaukee,Portage
750108700,SIGNATURE PRESS INC,3261 Hwy 161,Milwaukee,Portage
750111340,THE AUTO EXCHANGE PORTAGE COUNTY INC,2849 Church St,Milwaukee,Portage
750116730,AMERICOLD LOGISTICS,1801 Highway 54 West,Milwaukee,Portage
750117830,GOLDEN COUNTY FOODS,1434 Post Rd,Milwaukee,Portage
764008410,EAGLE CLEANERS ECON-O-WASH,320 E. Wall St.,Milwaukee,Vilas
764019740,SAYNER SERVICE STATION,,Milwaukee,Vilas
764094870,EAGLE RIVER PELLETS LLC,4825 Highway 70 West,Milwaukee,Vilas
764122040,HIGHWAY G SANITARY LANDFILL,County Highway G,Milwaukee,Vilas
764123360,PUKALL LUMBER CO INC,10894 State Road 70,Milwaukee,Vilas
764146790,HAHN PRINTING,330 W. Division,Milwaukee,Vilas
764159220,BERNTSEN FOUNDRY,2527 State Highway 17,Milwaukee,Vilas
772003980,SHERRY ENERGY CENTER-EAST SITE,Cty Rd Hh And Cty Rd N,Milwaukee,Wood
772004090,SHERRY ENERGY CENTER-WEST SITE,Cty Rd N And Arpin-Sherry Rd,Milwaukee,Wood
772004970,INNOVATIVE MACHINE SPECIALISTS INC,1907 Laemle Ave,Milwaukee,Wood
772005190,GARDNER TRUCKING INC,7502 State Highway 13,Milwaukee,Wood
772006400,MARIANI PACKING CO,6011 Washington St,Milwaukee,Wood
772008490,BETHEL CENTER,8014 Bethel Rd,Milwaukee,Wood
772009370,WISCONSIN RAPIDS WWTF,2540 1st St S,Milwaukee,Wood
772009480,CATALYST PAPER - BIRON MILL,621 N Biron Dr,Milwaukee,Wood
772009590,VERSO CORPORATION -SUPPORT SERVICES,700 Dura Beauty Ln,Milwaukee,Wood
772009810,STORA ENSO NORTH AMERICA R &I,300 N Biron Dr,Milwaukee,Wood
772010030,WISCONSIN RAPIDS PAPER MILL,310 3rd Ave N,Milwaukee,Wood
772010140,WISCONSIN RAPIDS FIBER AND ENERGY MILL,950 4th Ave N,Milwaukee,Wood
772010250,KERRY INGREDIENTS,6574 Ryland Ave,Milwaukee,Wood
772010360,NEKOOSA COATED PRODUCTS LLC,841 Market St,Milwaukee,Wood
772010470,ERCO WORLDWIDE (USA),101 Hwy 73 South,Milwaukee,Wood
772010690,DOMTAR A W LLC-NEKOOSA,301 Point Basse Ave,Milwaukee,Wood
772011460,MARSHFIELD ELECTRIC AND WATER DEPT,2000 S Central Ave,Milwaukee,Wood
772011570,FOREMOST FARMS U S A - MARSHFIELD,1511 E 4th St,Milwaukee,Wood
772011680,WATER QUALITY CENTER,2811 5th Ave N,Milwaukee,Wood
772012120,SENSORYEFFECTS POWDER SYSTEMS (FORMERLY QUALITY INGREDIENTS),211 E Depot St,Milwaukee,Wood
772014320,GARRY'S ONE HOUR CLEANERS,912 S Central Ave,Milwaukee,Wood
772014540,5 CORNERS LAUNDRY,1414 S Maple Ave,Milwaukee,Wood
772014870,RIVERVIEW HOSPITAL,410 Dewey St,Milwaukee,Wood
772014980,NEWCOMB ENERGY ETHANOL PLANT,Lot2 Block3 Maroark Subdiv,Milwaukee,Wood
772015200,BANK-A-COUNT CORP,Rr 34,Milwaukee,Wood
772016410,MARSHFIELD OIL CO INC,1508 S Central Ave,Milwaukee,Wood
772016520,MARSHFIELD ELECTRIC & WATER DEPT,2001 S Central Ave,Milwaukee,Wood
772039290,RIDGES GOLF COURSE,2311 Griffith Ave,Milwaukee,Wood
772046550,DOMTAR AW CORP WASTEWATER TREATMENT SITE,405 Church Ave,Milwaukee,Wood
772046770,DOMTAR AW CORP ASH BARK SITE,Parts Govt Lots 4 & 5,Milwaukee,Wood
772051720,BEATRICE CHEESE/ARMOUR FOOD,,Milwaukee,Dane
772052490,COUNTER FORM LLC,2001 E 29th St,Milwaukee,Wood
772052710,H&S MANUFACTURING CO INC,2608 S Hume Ave,Milwaukee,Wood
772053810,NORTHERN STEEL CASTINGS INC,330 9th Ave S,Milwaukee,Wood
772053920,NEKOOSA CORP,650 W 2nd St,Milwaukee,Wood
772054030,MASONITE CORP,1401 E 4th St,Milwaukee,Wood
772054250,CORENSO NORTH AMERICA CORE CONVERTING,800 Fremont St,Milwaukee,Wood
772054360,WOOD COUNTY HIGHWAY DEPT,Engel Rd At 21st Ave N,Milwaukee,Wood
772054470,RCH ENTERPRISES INC,1430 2nd St N,Milwaukee,Wood
772054580,MINISTRY ST JOSEPHS HOSPITAL,611 N Saint Joseph Ave,Milwaukee,Wood
772054690,BRAND MINE,7811 County Road B,Milwaukee,Wood
772055350,MID-STATE TECHNICAL COLLEGE,500 32nd St N,Milwaukee,Wood
772055900,SPECIALTY MINERALS INC,1120 5th Ave N,Milwaukee,Wood
772056010,ANR PIPELINE COMPANY - MARSHFIELD COMP STN,10255 S Washington Ave,Milwaukee,Wood
772057330,ADVANCED DISPOSAL SERVICES CRANBERRY CREEK LANDFILL LLC,2510 Engel Rd,Milwaukee,Wood
772060410,CHEMTRADE SOLUTIONS LLC,311 12th Ave S,Milwaukee,Wood
772061620,CARRIAGE TRADE DRY CLEANERS,631 8th St S,Milwaukee,Wood
772062060,GARDNER TRUCKING,7502 Hwy 13 East,Milwaukee,Adams
772063270,JUDGE'S CLEANERS,540 E Grand Ave,Milwaukee,Wood
772065580,WEINBRENNER SHOE CO INC,305 W 3rd St,Milwaukee,Wood
772067450,NEKOOSA AUTO SALVAGE,369 Ten Mile Ave,Milwaukee,Wood
772068660,ENGINEERED COMPOSITE TECHNOLOGIES INC,2330 16th St S,Milwaukee,Wood
772068880,PAVELSKI ENTERPRISES INC,2501 E 21st St,Milwaukee,Wood
772069540,MONROE TRUCK EQUIPMENT,1601 E 29th St,Milwaukee,Wood
772070640,MARSHFIELD CLINIC,1000 N Oak Ave,Milwaukee,Wood
772074490,JUDGE'S CLEANERS,213 N Central Ave,Milwaukee,Wood
772074600,EVERGREEN MANUFACTURING,11001 And 11003 Main St,Milwaukee,Wood
772074710,AUTOMATED PRODUCTS,1812 Karau Dr,Milwaukee,Wood
772077790,FELKER BROS CORP,1707 E 4th St,Milwaukee,Wood
772080100,WER WRECKING,5630 Walnut Ln,Milwaukee,Wood
772081860,JACK'S AUTO BODY INC,921 32nd St S,Milwaukee,Wood
772084610,NORWOOD HEALTH CENTER,1600 N Chestnut Ave,Milwaukee,Wood
772087140,MITTENS HOME APPLIANCES SITE,Nikolay St,Milwaukee,Wood
772087250,QUALITY ROOFING BURN SITE,10820 Cedar Ave,Milwaukee,Wood
772087360,MAURER ROOFING BURN SITE,Cherry St,Milwaukee,Wood
772087470,SCHUELLER CONSTRUCTION BURN SITE,10640 Hwy 13 South,Milwaukee,Wood
772087580,SURPLUS SUPPLY BURN SITE,10720 Hwy 13 South,Milwaukee,Wood
772090880,HOLLAR JAMES,420 West St,Milwaukee,Wood
772092200,SHAWS WRECKING YARD LLC,9193 Mill Creek Dr,Milwaukee,Wood
772099240,M & W FIBERGLASS,2521 Airport Ave,Milwaukee,Wood
772099570,HAMEL FOREST PRODUCTS,5401 Ctk D,Milwaukee,Wood
772099900,3D IDAPRO SOLUTIONS LLC,2721 Industrial St,Milwaukee,Wood
772106280,FRP COMPOSITES,2220 36th St N,Milwaukee,Wood
772122230,OCEAN SPRAY CRANBERRIES INC,3130 Industrial St,Milwaukee,Wood
772126080,NATIONAL PROPANE CORP MARSHFIELD,Peach Avenue,Milwaukee,Wood
772130700,AMERIMAX BUILDING PRODUCT INC,1820 E 26th St,Milwaukee,Wood
772132130,BTR WOOD PRODUCTS,10885 Trophy Ln,Milwaukee,Wood
772134330,RON'S REFRIGERATION & AIR CONDITIONING INC,2431 49th St S,Milwaukee,Wood
772137080,FEY PUBLISHING CO,910 29th Ave N,Milwaukee,Wood
772137300,OCEAN SPRAY CRANBERRIES,3010 Industrial Street,Milwaukee,Wood
772139610,ECC CORROSION INC,4400 Commerce Dr,Milwaukee,Wood
772140050,MARSHFIELD UTILITIES COMBUSTION TURBINE GENERATOR,2510 East 34th Street,Milwaukee,Wood
772140160,PREPOLYMER PRODUCTS INC,2113 S Nikolai Ave,Milwaukee,Wood
772142030,DON NIKOLAI CONSTRUCTION INC,8867 E 29th St,Milwaukee,Wood
772142800,FELTZ AUTO SALES,9563 US Highway 10,Milwaukee,Wood
772143020,WISCONSIN RAPIDS GRAIN LLC,3990 Commerce Drive,Milwaukee,Wood
772145770,COMPLETION INDUSTRIAL MINERALS LLC,3015 S Mallard Ave,Milwaukee,Wood
772146100,CORENSO NORTH AMERICA CORP,310 3rd Ave N,Milwaukee,Wood
772150170,PANTHER CREEK SAND INC - MARSHFIELD SCREENING PLANT,2604 E. 4th Street,Milwaukee,Wood
772151270,CARBO CERAMICS INC - MARSHFIELD PLANT,2301 E 4th St,Milwaukee,Wood
772151380,CITY OF MARSHFIELD FIRE DEPT,514 4th Street,Milwaukee,Wood
772151820,MILESTONE MATERIALS - TORK QUARRY #119,2430 Engel Road,Milwaukee,Wood
772151930,PROJECT INDEPENDENCE INC,1400 5th Avenue North,Milwaukee,Wood
772154240,OPPORTUNITY DEVELOPMENT CENTERS INC,2406 E 21st St,Milwaukee,Wood
772155120,CARBO CERAMICS,11575 MacArthur Dr,Milwaukee,Wood
772155230,CARBO CERAMICS,6743 Sth 13N,Milwaukee,Wood
772155340,DOINE EXCAVATING,9230 Stadt Rd,Milwaukee,Wood
772155450,JEFF IGNATOWSKI MINE,6128 Cth V,Milwaukee,Wood
772155560,WEICHELT TRUCKING,7234 Cth E,Milwaukee,Wood
772155670,COMPLETION INDUSTRIAL MINERALS,6623 Polish Rd,Milwaukee,Wood
772155780,COMPLETION INDUSTRIAL MINERALS (PANKRATZ TRUCKING),10376 Bluff Dr,Milwaukee,Wood
772155890,COMPLETION INDUSTRIAL MINERALS LLC,T25 R4e S19,Milwaukee,Wood
772156000,NORTHERN FRAC SAND LLC,T23n R4e S4,Milwaukee,Wood
772156110,HANSEN SAND PRODUCTS,T23n R4e S9,Milwaukee,Wood
772157100,WEILER MINE,10764 Day Road,Milwaukee,Wood
802001640,ASHLAND INDUSTRIES INC,115 Rail Drive,Milwaukee,Ashland
802004500,JOHN WONDERS,367 Water Street,Milwaukee,Ashland
802009010,MEMORIAL MEDICAL CENTER,1615 Maple Ln,Milwaukee,Ashland
802009560,CHEQUAMEGON SCHOOL DISTRICT - GLIDDEN CAMPUS,370 South Grant Street,Milwaukee,Ashland
802010110,ASHLAND CITY OF 2ND ST,601 Main St W,Milwaukee,Ashland
802012970,BRETTING C G MFG CO,3401 Lake Park Rd,Milwaukee,Ashland
802015060,ASHLAND CITY OF,304 Ellis Ave,Milwaukee,Ashland
802017150,TIMELESS TIMBER,2200 Lake Shore Dr E,Milwaukee,Ashland
802020780,TIENERGY ASHLAND,723 22nd Ave E,Milwaukee,Ashland
802033320,XCEL ENERGY BAY FRONT GENERATING STATION,122 N 14th Ave W,Milwaukee,Ashland
802033540,COLUMBIA FOREST PRODUCTS-MELLEN,606 Wilderness Dr,Milwaukee,Ashland
802036950,BAYSIDE TIMBER CORP,7 11th Ave E And Co Rd A,Milwaukee,Ashland
802051910,NORTH COUNTRY LUMBER,602 Highway 77 East,Milwaukee,Ashland
802052240,SUPERIOR KILNS,Highway 77,Milwaukee,Ashland
802054330,QUEARM OIL CO,105 6th St W,Milwaukee,Ashland
802057300,NORTHLAND COLLEGE,1411 Ellis Ave,Milwaukee,Ashland
802057740,C REISS COAL UNLOADING,601 1/2 Lake Shore Dr W,Milwaukee,Ashland
802070170,GRANITE PRODUCERS,Industrial Park,Milwaukee,Adams
802070720,LARSON-JUHL US LLC,800 Sum Rd,Milwaukee,Ashland
804005070,NOR'LITE EQUIPMENT CO,3105 Thompson Trl,Milwaukee,Iron
804009580,FOREST FUEL CORP,9 Miles East of Iron River,Milwaukee,Bayfield
804012110,CHIPPEWA INDUSTRIES INC,Drummond,Milwaukee,Bayfield
804012330,DRUMMOND LUMBER CO,1 Wisconsin Ave,Milwaukee,Bayfield
804041810,GREAT LAKES GAS TRANSMISSION-COMP STATION #6,241 Forest Road,Milwaukee,Bayfield
804043350,HOOD EQUIPMENT INC,Range Line Road,Milwaukee,Bayfield
804044890,FREUND ARTHUR,Port Wing,Milwaukee,Bayfield
804047420,NORTHERN STATES POWER CO - WOODFIELD ASH LANDFILL,30750 Woodland Rd,Milwaukee,Bayfield
804048520,MALOOF GEORGE,402 W Pine St,Milwaukee,Bayfield
804053690,WASHBURN IRON WORKS,112 E Bayfield St,Milwaukee,Bayfield
807008620,PARKER HANNIFIN CORPORATION - QUICK COUPLING,533 N Oak St,Milwaukee,Burnett
807017420,BARTON SAND AND GRAVEL CO - GRANTSBURG,23920 Gravel Pit Road,Milwaukee,Burnett
807027760,NORTHWESTERN WISCONSIN ELECTRIC CO,30150 1st Ave S,Milwaukee,Burnett
807030840,BURNETT MEDICAL CENTER,257 W Saint George Ave,Milwaukee,Burnett
807048990,NORTHERN MFG CO INC,509 N Oak St,Milwaukee,Burnett
807050310,PENTA WOOD PRODUCTS INC,2 Mi W of Siren On Hwy 70,Milwaukee,Burnett
807056690,MCNALLY INDUSTRIES LLC,340 W Benson Ave,Milwaukee,Burnett
807057350,NORTHWESTERN WISCONSIN ELECTRIC CO,318 E Madison Ave,Milwaukee,Burnett
807057460,TAYLOR PAVING CO,5909 Hwy 70,Milwaukee,Burnett
807059770,PIOTROWSKI MATTHEW,20528 Range Line Rd,Milwaukee,Burnett
807061640,ST CROIX FISHERIES,SW 1/4 of NE 1/4 of Sec.27,Milwaukee,Burnett
807073850,ST CROIX AQUACULTURE FACILITY,30335 W Minerva Dam Rd,Milwaukee,Burnett
816000130,FERADYNE OUTDOORS,101 Main St,Milwaukee,Douglas
816001010,SUPERIOR GENERATION PROJECT,,Milwaukee,Oconto
816004750,WOODLINE MANUFACTURING INC-SUPERIOR PLANT,2578 Main Street Connors Point,Milwaukee,Douglas
816005080,CALUMET SUPERIOR LLC -PETROLEUM BULK STATIONS AND TERMINALS,2407 Stinson Ave,Milwaukee,Douglas
816008490,MIDDLE RIVER HEALTH FACILITY,Hwy V,Milwaukee,Douglas
816008930,BNSF RAILWAY CO,3701 E Itasca St,Milwaukee,Douglas
816009370,LAFARGE CORPORATION NORTH AMERICA INC,Hill Ave At Winter St,Milwaukee,Douglas
816009480,SUPERIOR WATER LIGHT AND POWER CO,N 2nd St And Hughitt,Milwaukee,Douglas
816009590,CALUMET SUPERIOR LLC,2407 Stinson Ave,Milwaukee,Douglas
816010580,ENBRIDGE ENERGY LIMITED PARTNERSHIP - SUPERIOR TERMINAL,2800 E 21st St,Milwaukee,Douglas
816010690,UNOCAL SUPERIOR TERMINAL,2301 Winter St,Milwaukee,Douglas
816010910,GORDON DIESEL PLANT,9899 E County Road G,Milwaukee,Douglas
816011790,ANDRESEN RYAN COFFEE CO,2206 Winter St,Milwaukee,Douglas
816011900,DULUTH WINNIPEG & PACIFIC RAILWAY CO,Rr 4 Box 3008,Milwaukee,Douglas
816012120,BURLINGTON NORTHERN TACONITE FACILITY,PO Box 759,Milwaukee,Douglas
816012890,ONE HOUR MARTINIZING,1601 Tower Ave,Milwaukee,Douglas
816013000,HASKINS BLACKTOP & CONST INC,Pit Rd,Milwaukee,Douglas
816013110,GENE'S PEST CONTROL,106 Cumming Ave,Milwaukee,Douglas
816013330,MIDWEST ENERGY RESOURCES CO,West Winter St,Milwaukee,Douglas
816014210,GORDON CORRECTIONAL CENTER,10401 E County Road G,Milwaukee,Douglas
816014320,MIDDLE RIVER HEALTH CARE CENTER INC,0,Milwaukee,Douglas
816036210,GENERAL MILLS INC,2205 Winter St,Milwaukee,Douglas
816036320,GAVILON GRAIN- CONNORS POINT,400 Main St,Milwaukee,Douglas
816036430,GRAYMONT (WI) LLC,800 Hill Ave,Milwaukee,Douglas
816036540,PARKLAND HEALTH FACILITY,Highway Z,Milwaukee,Douglas
816036650,CHS INC,41 Dock St,Milwaukee,Douglas
816036980,HANSEN MUELLER CO,21 21st Ave E,Milwaukee,Douglas
816037530,WI DOA / UW-SUPERIOR POWER PLANT,2210 Poplar Avenue,Milwaukee,Douglas
816038080,LAKE SUPERIOR CLEANERS,1310 Ogden Ave,Milwaukee,Douglas
816038190,SOO LINE RIALROAD CO ENGINE TERMINAL,21st St,Milwaukee,Douglas
816041600,MOCCASIN MIKE SANITARY LANDFILL,Moccasin Mike Road,Milwaukee,Douglas
816047210,FRASER SHIPYARDS INC,PO Box 997,Milwaukee,Douglas
816048640,BARKO HYDRAULICS LLC,1 Banks Ave,Milwaukee,Douglas
816048860,CONAGRA FLOUR MILLING CO,Quebec Pier,Milwaukee,Douglas
816050070,WI STATE DOT SUPERIOR,1701 N 4th St,Milwaukee,Douglas
816052820,DEANS TRUCKING INC,5401 Oakes Ave,Milwaukee,Douglas
816053590,LAKEHEAD CONCRETE INC,Foot of Hill Ave,Milwaukee,Douglas
816053700,DAHLBERG LIGHT & POWER CO,North Boundary Road,Milwaukee,Douglas
816053810,IHS DOOR CO,1505 N 8th St,Milwaukee,Douglas
816055790,ERMAK II INC,2202 Central Ave,Milwaukee,Douglas
816058100,AGNEW THOMAS - CHILDRENS ORPHANAGE,1 Bardon Pl,Milwaukee,Douglas
816058210,LAKEHEAD PAINTING & SIGN,911 Hammond Ave,Milwaukee,Douglas
816058870,RUAN LEASING CO,322 Winter St,Milwaukee,Douglas
816058980,PETERSON WOOD TREATING INC,2 Randy Johnson St,Milwaukee,Douglas
816059420,ZONA ROSA RESTAURANT,Superior,Milwaukee,Douglas
816060410,KENVILLE JARRED,801 Winter St,Milwaukee,Douglas
816061400,PLAINS MIDSTREAM SUPERIOR LLC,2600 East 21st St.,Milwaukee,Douglas
816061840,LIBRARY RESTAURANT,1410 Tower Ave,Milwaukee,Douglas
816062170,EARTH RIDER INC,1617 N 1st St,Milwaukee,Douglas
816062280,COUNTRY CRYSTALS INC,6120 Tower Ave,Milwaukee,Douglas
816062390,PARKER WILLIAM,1721 Lackawanna Ave,Milwaukee,Douglas
816063820,MATTSON MICHAEL D,West Side Fairbanks Rd,Milwaukee,Douglas
816065910,ANDERSON FUEL & LUBRICANTS,3301 James Day Ave,Milwaukee,Douglas
816073720,REUBEN JOHNSON & SON INC,5300 Stinson Ave,Milwaukee,Douglas
816077350,WOOD WASTE ENERGY INC,Winter Street,Milwaukee,Douglas
816077900,BRAXTON INDUSTRIES DIV OF OFTEDAHL,Superior,Milwaukee,Douglas
816078340,AMSOIL INC - AMSOIL CENTER,1 Amsoil Ctr,Milwaukee,Douglas
816079000,ENVIRONMENTAL MANAGEMENT RESOURCES INC,Winter St,Milwaukee,Douglas
816097700,FIELD LOGIC,1230 Poplar Ave,Milwaukee,Douglas
816101000,SUPERIOR CITY OF - HOUSING INSPECTOR,1407 Hammond Ave,Milwaukee,Douglas
816106710,NORTHWAY CARRIERS INC,PO Box 578,Milwaukee,Douglas
816108260,AA ROLL OFF SERVICE INC,1021 Garfield Ave,Milwaukee,Douglas
816108480,NORTHLAND READY MIX,2010 Winter St,Milwaukee,Douglas
816111780,GENESIS EQUIPMENT & MFG GENESIS ATTACHMENTS LLC,1000 Genesis Dr,Milwaukee,Douglas
816112770,CHARTER NEX FILMS,1901 Winter St,Milwaukee,Douglas
816114090,MR KRIST ATANASOFF-KRIST OIL CO,303 Sheldon Rd,Milwaukee,Douglas
816115410,FOUR CORNERS GENERAL STORE,6383 S County Road a,Milwaukee,Douglas
816115630,HALLETT DOCK CO,Hallett Dock #8,Milwaukee,Douglas
816116620,EXODUS MACHINES INC,1 Exodus Dr,Milwaukee,Douglas
816116730,SPECIALTY MINERALS INC,1 Water St,Milwaukee,Douglas
816120470,STELLA-JONES CORP,301 N 5th St,Milwaukee,Douglas
816120800,TIES SQUARED,3185 S Cty Trk A,Milwaukee,Douglas
816121350,SUPERIOR GENERATING STATION,161 31st Ave E,Milwaukee,Douglas
816121570,CREMATION SERVICES OF SUPERIOR,1209 E 5th St,Milwaukee,Douglas
826000560,SNOW TIMBER PELLET LLC,2200 Odanah Rd,Milwaukee,Iron
826003310,GOGEBIC TACONITE LLC,402 Silver St,Milwaukee,Iron
826027070,BIO TECHNOLOGY,2546 Hwy 51 South,Milwaukee,Iron
826027510,ACTION FLOOR SYSTEMS LLC,4781N US Highway 51,Milwaukee,Iron
826027730,ANGELO LUPPINO INC,Fire#14499N Park Road,Milwaukee,Iron
826036750,SNOWBELT HARDWOODS,345 Ringle Dr,Milwaukee,Iron
851000260,WEATHER SHIELD INC-PARK FALLS DIVISION,400 Legacy Ln,Milwaukee,Price
851000590,JOHN'S APPLIANCE AND REFRIGERATION,W2002 Johnson Ave,Milwaukee,Price
851000920,JOHNSON TIMBER CORP,870 1st Ave N,Milwaukee,Price
851001140,PARK FALLS HARDWOODS,307 5th Ave N,Milwaukee,Price
851005430,MULTITEK NORTH AMERICA,375 Progress St,Milwaukee,Price
851005540,UNITED PRIDE DAIRY,W5993 Little Chicago Rd,Milwaukee,Price
851009280,XCEL ENERGY-FLAMBEAU GENERATING STATION,550 Wisconsin St,Milwaukee,Price
851009390,FLAMBEAU RIVER PAPERS LLC,200 1st Ave N,Milwaukee,Price
851009940,GEORGIA-PACIFIC WOOD PRODUCTS,115 Depot Rd,Milwaukee,Price
851010050,PHILLIPS PLASTICS CORP CUSTOM DIVISION,1 Plastics Dr,Milwaukee,Price
851020940,MARQUIP LLC,1300 N Airport Rd,Milwaukee,Price
851029300,ST CROIX OF PARK FALLS LTD,Hwy 13 North,Milwaukee,Price
851029850,PF PAPERS LANDFILL,Park Falls,Milwaukee,Price
851033040,WINTER WOOD PRODUCTS INC,Luger Route,Milwaukee,Price
851033370,CATERPILLAR FOREST PRODUCTS,474 Birch St,Milwaukee,Price
851034800,BIEWER WISCONSIN SAWMILL,400 Red Pine Ct,Milwaukee,Price
851035460,PARPART KEN,Rr 1,Milwaukee,Taylor
851037770,PHILLIPS DRY CLEANING & LNDRY,148 S Avon Ave,Milwaukee,Price
851038100,5R PROCESSORS,RR 1 Box 274,Milwaukee,Price
851038210,DRAKE TOM,RR 1 Box 274,Milwaukee,Price
851041620,SPECIALTY MINERALS,600 Birch St,Milwaukee,Price
851042610,SAUNDERS WOOD SPECIALTIES INC,1000 9th St N,Milwaukee,Price
851043710,CHEQUAMEGON SCHOOL DISTRICT,420 9th St N,Milwaukee,Price
851052510,DYNAMIC FAN CORP,690 S Airport Rd,Milwaukee,Price
851055150,PHILLIPS PLASTICS,,Milwaukee,Price
851059110,OEM FABRICATORS INC,746 Rivers Edge St,Milwaukee,Price
855002610,BEECHWORTH WINDOWS LLC,1100 Barnett Rd,Milwaukee,Rusk
855005470,INDECK LADYSMITH LLC,1951 Meadowbrook Rd,Milwaukee,Rusk
855009540,CELLU TISSUE/CITYFOREST LLC,1215 Worden Ave E,Milwaukee,Rusk
855010310,SOURCE ENERGY SERVICES PROPPANTS LP - WEYERHAEUSER SAND PROCESSING,Southeast Corner of Culver Road And Stiles Road,Milwaukee,Rusk
855017570,DAIRICONCEPTS L P,823 Hwy. 8 East,Milwaukee,Rusk
855024830,WEATHER SHIELD WINDOWS AND DOORS - LADYSMITH DIVISION,1201 Adams Ave E,Milwaukee,Rusk
855025160,RUSK COUNTY HIGHWAY DEPT,Sth 27(3 Mi North of City),Milwaukee,Rusk
855027030,JELD-WEN HAWKINS WINDOW DIVISION,811 Factory St,Milwaukee,Rusk
855030990,SAFE LITE DIE CASTING INC,600 Gates Ave,Milwaukee,Rusk
855033960,CAR CRAFT AUTO BODY,N 3241 Hwy 27 S,Milwaukee,Rusk
855034180,RUSK COUNTY HIGHWAY DEPT,W 9th St S,Milwaukee,Rusk
855035390,P J MURPHY FOREST PRODUCTS CORP,1001 Doughty Rd,Milwaukee,Rusk
855036710,TOYCEN OF LADYSMITH,215 Worden Ave E,Milwaukee,Rusk
855038690,ROCKWELL AUTOMATION INC,1506 E 16th St S,Milwaukee,Rusk
855040230,TIMBERLINE TRAIL RDF,N4581 Hutchison Road,Milwaukee,Rusk
855041880,BJ WOOD PRODUCTS INC,400 W 9th St S,Milwaukee,Rusk
855046280,LAKE AVENUE DRY CLEANERS,215 Lake Ave E,Milwaukee,Rusk
855049360,RUSK COUNTY MEMORIAL HOSPITAL,900 College Ave W,Milwaukee,Rusk
855051120,CONWED DESIGNSCAPE,800 Gustafson Rd,Milwaukee,Rusk
855052000,N W STAIN,1101 Barnett Rd,Milwaukee,Rusk
